beername	beer_style	alcohol_percentage	brewery	start_production	end_production	beer_rating
Urthel Samaranth	Amber-Colored Specialty Beer, Top Fermentation	11.5	Brouwerij De Koningshoeven in opdracht van Brouwerij Urthel	2002	Present	3.69
Urthel Vlaemse Bock	Dark Brown	7.5	Brouwerij De Leyerth	?	2010	3.473
Urthel Tonicum Finiboldus	Amber	7.5	Brouwerij De Leyerth	2000	2004	3.417
Uytkanter	Blond	7	Brouwerij Duinen en Polder	2019	Present	3.307
vaartlander	Top Fermentation	NaN	Brouwerij Huyghe	?	?	3.198
Val-Dieu Blonde	Recognized Belgian Abbey Beer	6	Brouwerij Val-Dieu	1997	Present	3.448
Val-Dieu Brune	Recognized Belgian Abbey Beer	8	Brouwerij Val-Dieu	1997	Present	3.498
Val-Dieu Bière de Noël	Recognized Belgian Abbey Beer	7	Brouwerij Val-Dieu	?	Present	3.552
Val-Dieu Grand Cru	Recognized Belgian Abbey Beer	10.5	Brouwerij Val-Dieu	?	Present	3.789
Val-Dieu Triple	Recognized Belgian Abbey Beer, Tripel	9	Brouwerij Val-Dieu	1998	Present	3.672
Val-Dieu Triple	Triple	NaN	Brasserie d'Aubel	?	1995	3.672
Val-Dieu Triple	Triple	9	Brouwerij Van Honsebroeck	1984	?	3.672
Valeir Blond	Top Fermentation, Blond	6.5	Brouwerij Contreras	2004	Present	3.456
Valeir Divers	Top Fermentation, Triple	8.5	Brouwerij Contreras	2005	Present	3.461
Valeir Donker	Top Fermentation	6.5	Brouwerij Contreras	2006	Present	3.39
Valeir Extra	Top Fermentation, Ipa	6.5	Brouwerij Contreras	2008	Present	3.478
Vals Paterke	Triple	8.3	Brouwerij De Graal voor t'Drankorgel	?	?	3.465
Vanderghinste oud bruin	West Flemish Red Brown	5.5	Brouwerij Bockor	1892	Present	3.664
Vapeur cochonne	Belgian Ale	9	Brasserie à Vapeur	1992	Present	3.29
Vapeur cochonnette	Belgian Ale	9	Brasserie à Vapeur	1992	Present	3.29
Vapeur en Folie	Belgian Ale	8	Brasserie à Vapeur	?	Present	3.196
Vapeur Grosse	Nan	NaN	Brasserie à Vapeur	?	?	3.235
Vapeur Légère	Blond	6	Brasserie à Vapeur	?	Present	3.07
Vat 44	Geuze	8	Brouwerij Boon	?	?	4.158
Vedett Extra Blond	Blond	5.2	Brouwerij Duvel Moortgat	1945	Present	3.271
Vedett Extra White	Wheat Beer	4.7	Brouwerij Duvel Moortgat	2008	Present	3.511
Vedett Extra ordinary IPA	Blond	6	Brouwerij Duvel Moortgat	2014	Present	3.491
Verhaeghe Pils	Pilsner	5.1	Brouwerij Verhaeghe	?	Present	3.087
Vicardin	Triple Geuze	7	Brouwerij Dilewyns	2007	2012	3.488
Vicaris 5	Top Fermentation	5	Brouwerij Dilewyns	2011	2012	3.293
Vicaris Generaal	Top Fermentation	8.8	Brouwerij Dilewyns	2006	Present	3.481
Vicaris Kerst	Top Fermentation, Christmas Beer	10	Brouwerij Dilewyns	2009	2011	4.026
Vicaris Tripel	Top Fermentation, Triple	8.5	Brouwerij Dilewyns	2005	Present	3.55
Vicaris Tripel Geuze	Top Fermentation, Triple	NaN	Brouwerij Dilewyns	2012	Present	3.488
Vicaris Quinto	Top Fermentation	5	Brouwerij Dilewyns	2012	Present	3.293
Vicaris Winter	Top Fermentation, Christmas Beer	10	Brouwerij Dilewyns	2011	Present	3.548
Vichtenaar	Reddish Brown Ale	5.1	Brouwerij Verhaeghe	?	Present	3.145
Victoria (bier)	Blond	8.5	AB Inbev	2020	Present	3.538
Vieux Bruges Blanche	Label Beer, Wheat Beer	4.5	Brouwerij Van Honsebrouck	1992	?	3.245
Vieux Bruges Framboise(s)	Fruit Beer	5	Brouwerij Van Honsebrouck	?	Present	No Rating Found
Vieux Bruges Gueuze	Geuze	5	Brouwerij Van Honsebrouck	?	Present	No Rating Found
Vieux Bruges Kriek	Label Beer	3.2	Brouwerij Van Honsebrouck	?	Present	No Rating Found
Vieux Bruges Kriek Lambic	Label Beer	5	Brouwerij Van Honsebrouck	?	Present	No Rating Found
Vieux Bruges Peche	Fruit Beer	3.5	Brouwerij Van Honsebrouck	?	Present	No Rating Found
Vieux Bruxelles Gueuze	Label Beer	5	Brouwerij Van Honsebrouck	?	Present	3.227
Vieux Bruxelles Kriek	Label Beer	4	Brouwerij Van Honsebrouck	?	Present	3.109
Vieux Temps	Special Belgian	5.2	AB Inbev (vroeger brouwerij Grade)	?	?	2.938
Villers Tripel	Abbey Beer, Tripel	8	Brouwerij Huyghe	?	?	3.494
Villers Vieille	Abbey Beer	7	Brouwerij Huyghe	?	?	3.437
Vigneronne	Fruit Beer, Lambic	6	Brouwerij Cantillon	?	Present	4.44
Vinkenier	Regional Beer	10.8	Brouwerij Eutropius	?	Present	3.376
Viven Ale	Special Belgian	5	De Proefbrouwerij voor Beerdevelopment Viven	2010	Present	3.196
Viven Blond	Blond	6.1	De Proefbrouwerij voor Beerdevelopment Viven	1999	2006	3.403
Viven Bruin	Double	6.1	De Proefbrouwerij voor Beerdevelopment Viven	1999	2006	3.352
Viven Imperial IPA	Imperial Ipa	8	De Proefbrouwerij voor Beerdevelopment Viven	2010	Present	3.64
Viven Porter	Smoked Porter	7	De Proefbrouwerij voor Beerdevelopment Viven	2010	Present	3.46
Vlaamsch Wit	Wheat Beer	4.5	Brouwerij Van Honsebrouck	1992	?	3.344
Vlaamsche Leeuw Blondje	Blond	5.5	Brouwerij Van Steenberge voor De Brouwerij van Vlaanderen	2002	2011	3.401
Vlaamsche Leeuw Donker	Brown	7.5	Brouwerij Van Steenberge voor De Brouwerij van Vlaanderen	2002	Present	3.375
Vlaamsche Leeuw Tripel	Triple	8.5	Brouwerij Van Steenberge voor De Brouwerij van Vlaanderen	2002	Present	3.493
Vlaamse Bourgogne	Amber	NaN	Brouwerij Bios voor de Hopduivel	?	?	3.508
Vlasbier	Blond	6.5	Brouwerij Van Eecke	?	Present	3.066
Vlaskapelle	Flemish Red-Brown	5	Brouwerij Gulden Spoor	?	?	3.203
Vlaskop	Wheat Beer	5.5	Brouwerij Strubbe	?	Present	3.038
Vleteren Alt	Ale Dark	8	Brouwerij Deca	?	2013	3.491
Vleteren Bruin	Dark Ale	8	Brouwerij Deca	2013	Present	3.742
Vleteren Super 8 Blond	Blond	8	Brouwerij Deca	1991	2008	3.291
Vondel	Dark Brown	8.5	Brouwerij Riva, later Brouwerij Liefmans	?	2007	3.423
Vossen met de Meynen Blond	Label Beer	6.5	Brouwerij Het Anker	2008	?	3.395
Vossen met de Meynen 69	Top Fermentation, Blond	6.9	Brouwerij Hof ten Dormaal	?	?	3.344
Vurig Bierreke	Triple	11.5	Brouwerij DijkWaert	2010	Present	3.179
Vuuve	Wheat Beer	5	Brouwerij De Regenboog	2000	2010	3.536
Waasbier	Nan	NaN	Brouwerij Boelens	?	?	No Rating Found
Waardams Blond	Blond	6.1	Brouwerij Stokhove	?	?	3.277
Waardamse Dubbel	Brown	7	Brouwerij Stokhove	?	?	3.193
Waardamse Tripel	Triple	8.6	Brouwerij Stokhove	?	?	3.509
Waas Klok Bier Bruin	Dark	8.5	Brouwerij Boelens	1995	Present	No Rating Found
Waas Klok Bier Tripel	Triple	8.5	Brouwerij Boelens	2009	Present	No Rating Found
Waase Wolf	Amber	6	Brouwerij Boelens	2001	Present	3.188
Waaslander	Wheat Beer	5	Brouwerij Boelens	2005	Present	3.263
Waterloo Tripel 7 Blond	Blond	NaN	Brasserie du Marché	?	1971	3.495
Waterloo Double 8 Dark	Brown	8.5	Brasserie Du Bocq	2005	Present	3.483
Waterloo Tripel 7 Blond	Blond	7.5	Brasserie Du Bocq	2005	Present	3.495
Watneys Scotch Ale	Scotch	8	Brouwerij Union, later Alken-Maes	1920	Present	3.332
Watou Tripel	Triple	7.5	Brouwerij St. Bernardus	1998	Present	3.757
Watou's Wit	Wheat Beer	5	Brouwerij Van Eecke	1988	Present	3.154
Wechelse Tripel	Label Beer	7.5	Brouwerij St. Bernardus voor café Den Toerist	2009	Present	3.452
West Pils	Pilsner	5	Brouwerij Het Sas	1986	Present	3.503
Westmalle Dubbel	Trappist	7	Brouwerij Westmalle	1856	Present	3.694
Westmalle Tripel	Trappist	9.5	Brouwerij Westmalle	1934	Present	3.816
Westmalle Extra	Trappist	4.8	Brouwerij Westmalle	?	Present	3.456
Westoek X	Top Fermentation	6	De Struise Brouwers	?	?	3.31
Westoek XX	Top Fermentation	8	De Struise Brouwers	?	?	3.466
Westvleteren Blond	Trappist	5.8	Sint-Sixtusabdij van Westvleteren	?	Present	4.019
Westvleteren Zes	Trappist	6.2	Sint-Sixtusabdij van Westvleteren	1998	Present	No Rating Found
Westvleteren Acht	Trappist	8	Sint-Sixtusabdij van Westvleteren	?	Present	No Rating Found
Westvleteren Twaalf	Trappist	10.2	Sint-Sixtusabdij van Westvleteren	?	Present	No Rating Found
Wevelgemse Tripel	Triple	8	Brouwerij De Ranke voor Bierwinkel Bacelle	1997	Present	3.426
White by Mystic	Wheat Beer	5.1	Brouwerij Haacht	2011	Present	3.373
Wieze Christmas Tripel Hop	Triple Christmas Beer	8	Brouwerij Wieze	?	?	3.349
Wieze Pils	Pilsner	NaN	Brouwerij Van Roy	1866	1997	2.852
Wieze Tripel	Triple	8	Brouwerij Roman voor Wieze Beer Belgium	2013	Present	3.481
Wieze Tripel Blond	Triple	8	Brouwerij Wieze	2009	2013	3.292
Wieze Tripel zoet Bruin	Triple	8	Brouwerij Wieze	2009	2013	2.908
Wildebok	Top Fermentation, Bock Beer	6.5	De Scheldebrouwerij	1995	Present	3.377
Wilderen Goud	Top Fermentation	6.2	Brouwerij Wilderen	2011	Present	3.477
Wilderen Kriek	Kriek	3.5	Brouwerij Wilderen	2012	Present	3.402
Wilderen Cuvee Clarisse	Red Beer	9.2	Brouwerij Wilderen	2013	Present	3.596
Wild Jo	Blond, With Wild Yeasts	5.8	Brouwerij De Koninck	?	?	3.174
Willy Kriegelbier	Dark Blonde	7	Huisbrouwerij Sint Canarus	2007	?	No Rating Found
Wilson stout	Nan	NaN	Brouwerij Bios	?	?	3.734
Winter Zjef	Winter Beer	9	Brouwerij 't Paenhuys	?	?	3.377
Winterkoninck	Ruby Red	6.5	Brouwerij De Koninck (Duvel-Moortgat)	2002	2011	3.383
Winterkoninkske	Top Fermentation	8.3	Brouwerij Sint-Jozef voor brouwerij Kerkom	2000	Present	3.552
Winterkoninkske Haspengouwse Grand Cru	Top Fermentation, Christmas Beer	13	Brouwerij Sint-Jozef voor brouwerij Kerkom	2009	Present	4.009
Wintersnood	Winter Beer	6.4	't Hofbrouwerijke voor De Verhuisbrouwerij	2010	?	No Rating Found
Witbier Haacht	Wheat Beer	5.1	Brouwerij Haacht	1989	2011	3.183
Wit Goud	Top Fermentation	8	Brouwerij Hof ten Dormaal	2010	Present	3.35
Witheer	Wheat Beer	6.2	Scheldebrouwerij	1998	2002	3.355
Witheer	Wheat Beer	5	Scheldebrouwerij	2002	Present	3.355
Witkap Pater Dubbel	Top Fermentation, Brown	7	Brouwerij Slaghmuylder	?	Present	3.373
Witkap Pater Special	Top Fermentation, Amber	5.5	Brouwerij Slagmuylder	2004	Present	3.337
Witkap Pater Stimulo	Top Fermentation, Blond	6	Brouwerij Slaghmuylder	?	Present	3.416
Witkap Pater Tripel	Top Fermentation, Triple	7.5	Brouwerij Slagmuylder	?	Present	3.484
Wittekerke	Wheat Beer	5	Brouwerij Bavik	1998	Present	3.462
Wittekerke Passion	Wheat Beer, Fruit Beer	5.8	Brouwerij Bavik	?	?	2.855
Wittekerke Rosé	Wheat Beer, Fruit Beer	4.3	Brouwerij Bavik	2005	Present	3.045
Wittekerke Special	Wheat Beer	5.8	Brouwerij Bavik	1999	Present	3.124
Witte Madam	Top Fermentation, Amber	8.5	Scheldebrouwerij Hoogstraten	?	?	3.374
Witte Pol	Wheat Beer	5.6	Brouwerij Inter-Pol	?	?	3.42
Wittoen	Top Fermentation, Triple	7	Brouwerij Strubbe	2004	Present	3.224
Wolf 6	Blond	6.9	Brouwerij Wolf	2015	Present	3.724
Wolf 7	Blond	7.4	Brouwerij Wolf	?	Present	3.529
Wolf 8	Dark Brown	8.5	Brouwerij Wolf	2008	Present	3.481
Wolf 9	Amber	9	Brouwerij Wolf	2008	Present	3.557
Wolf Carte Blanche	Blond	8.5	Brouwerij Wolf	2014	Present	3.644
Wolf Black	Nan	5.6	Brouwerij Wolf	2014	Present	3.633
Wolf Vliegend Varken	Nan	9	Brouwerij Wolf	2018	Present	3.54
Wolf Tripel Monkey	Nan	7.2	Brouwerij Wolf	2019	Present	3.535
Wolf Monkey Business 'Berry'	Nan	5.5	Brouwerij Wolf	2019	Present	3.057
Wonderlight	Low Alcohol	1.9	Brouwerij Duvel Moortgat	?	?	4.415
Wostyntje	Mustard Beer	7	Brouwerij De Regenboog	1998	2010	3.63
Wreed Axident	Blond	8.5	Collaboration brew Brouwerij Bryggja, Hobbybrouwerij 't Atelier en Thuisbrouwerij De Vierkante Meter	?	?	3.497
Wuitensbier	Nan	NaN	Brouwerij Villers	?	?	3.204
Wuk Blond+	Blond	NaN	De Brouwmoaten	2018	Present	3.405
Wuk Brun	Brown	8.5	De Brouwmoaten	2018	Present	3.431
Wuk4°	Blond	4.4	De Brouwmoaten	2019	Present	No Rating Found
Xenophon's Wine	Nan	11	De Struise Brouwers	?	?	3.582
X-Mas Beer	Top Fermentation, Blond	8.5	Brouwerij Contreras	2004	Present	3.728
XX Bitter	Top Fermentation, Blond	6.2	Brouwerij De Ranke	1996	Present	3.472
XXX Bitter	Top Fermentation, Blond	6	Brouwerij De Ranke	2013	Present	3.646
Yersekes mosselbier	Nan	NaN	BBrouwerij Van Steenberge	?	?	2.358
Yperman	Ale	5.5	Brouwerij Het Sas	1989	Present	2.989
Yellow Mortal	Ale	7.2	Brouwerij Mortal's Beers	2003	2008	3.021
Zatte Bie	Dark	9	Brouwerij De Bie	?	Present	3.327
Zeedust	Blond	4.9	Brouwerij de Schol	2021	Present	3.127
Zeezuiper	Golden Blond Triple	8	De Scheldebrouwerij	1994	Present	3.659
Zennegat blond	Nan	NaN	Brouwerij Villers	?	?	No Rating Found
Zennegat bruin	Nan	NaN	Brouwerij Villers	?	?	No Rating Found
Zennenat	Top Fermentation	6.0	Brouwerij Den Herberg	2011	Present	3.25
Zeunt	Top Fermentation	7	De Proefbrouwerij voor het Zeuntcomité	2000	Present	3.318
Zeven Zonden Gula	Top Fermentation	9	Brouwerij Gulden Spoor voor bierfirma Hugel	2011	Present	3.414
Zeven Zonden Invidia	Top Fermentation	10	Brouwerij Gulden Spoor voor bierfirma Hugel	2013	Present	3.684
Zeven Zonden Luxuria	Top Fermentation	8.5	Brouwerij Gulden Spoor voor bierfirma Hugel	2010	Present	3.471
Zingende Blondine	Top Fermentation	9.8	Brouwerij 't Gaverhopke	2008	Present	3.388
Zinnebir	Blond	5.8	Brouwerij De Ranke voor Brasserie de la Senne	2002	Present	3.397
Zoeg	Pilsner	5	Brouwerij Pieraerts	1890	1955	2.784
Zoeg	Pilsner	5	Brouwerij De Vlier voor Promaco Vision	2010	Present	2.784
ZoemZoem	Amber, Honey Beer	8	Brouwerij Donum Ignis	2012	Present	3.129
Zomer Zjef	Stout	9	Brouwerij 't Paenhuys	?	?	No Rating Found
Zonderik 100	Blond, Top Fermentation	7	De Proefbrouwerij voor Zonderik Beer Company	2012	Present	No Rating Found
Zonderik Dubbel Donker	Top Fermentation	8	De Proefbrouwerij voor Zonderik Beer Company	2009	Present	3.266
Zonderik Tripel	Blonde, Triple	8	De Proefbrouwerij voor Zonderik Beer Company	2009	Present	3.369
Zonderix	Amber, Triple	10	De Proefbrouwerij voor Zonderik Beer Company	2009	Present	3.436
Zonnegemse Zot	Amber	7.1	De Proefbrouwerij voor Oude Brouwerij van Zonnegem vzw	2000	Present	3.362
Zotte Bloare	Brown	5.5	Brouwerij 't Paenhuys	?	?	No Rating Found
Zottegemse Grand Cru	Amber	8.4	Brouwerij Strubbe	?	?	3.411
ZUIDerbierke	Top Fermentation, Brown-Red	8.2	Brouwerij Donum Ignis	?	?	3.324
Zulte	Top Fermentation, Light Brown	4.7	Alken-Maes (Heineken)	1985	2007	3.263
Zulte Bruin	Reddish Brown	5.1	Bierfirma Alfred	2017	Present	3.263
Zulte Blond	Blond	5.5	Bierfirma Alfred	2017	Present	3.08
Zwalmse Tripel	Triple	8	De Proefbrouwerij voor de gemeente Zwalm	2003	Present	3.464
Zwarte Piet	Top Fermentation	8	Zennebrouwerij	?	?	3.594
Zwarte Piet	Brown	8.5	Brouwerij Boelens	?	?	3.594
Zwarte Pol	Stout	6.5	Brouwerij Inter-Pol	?	?	3.531
Zwarte Zjef	Stout	9	Brouwerij 't Paenhuys	?	?	3.386
Zwet.be	Stout	7	De Proefbrouwerij voor Geuzestekerij 3 Fonteinen	?	?	3.688
Zwoantje	Blond, Top Fermentation	6.5	Brouwerij De Zwoane	2021	Present	3.406
Zwijntje	Blond (Label Beer)	8	Brouwerij Bios	1993	Present	3.443
Zythone	Nan	6.2	Brasserie La Rochefortoise	?	?	No Rating Found
